id,user_location,date,text,source
1339571545992294401,"Miami, FL",2020-12-17 14:01:59,"UPDATE: Jackson administered 1,318 #PfizerBioNTech vaccinations by 8 p.m. yesterday, bringing our total to 2,581.",Twitter for iPhone
1339569178865528833,Planet Earth,2020-12-17 13:52:34,"@kevinametzger I'm gonna be openly stalking people like you. So. Feel free to share more. 
#vaccine #PfizerBioNTech… https://t.co/k50hOqIjcZ",Twitter for Android
1339567916963012609,"Clinton, SC",2020-12-17 13:47:34,I was so fortunate and PROUD to get my #CovidVaccine yesterday!!! I am so thankful for everyone who made this histo… https://t.co/aaCL9uCkf1,Twitter for iPhone
1339557197001486342,England,2020-12-17 13:04:58,"The #FDA released a positive analysis of the #ModernaVaccine, a single dose might be enough to prevent #COVID19. Si… https://t.co/2h8XFUjFdo",Twitter Web App
1339546414028828672,"Elmhurst, IL",2020-12-17 12:22:07,The first delivery of Pfizer-BioNTech #coronavirus vaccine arrived at Elmhurst Hospital early Thursday morning!… https://t.co/ZzuBYIPD0f,Twitter for iPhone
1339542106654846977,"Halawa, HI",2020-12-17 12:05:00,Singapore has become the first Asian country to approve the Pfizer-BioNTech coronavirus vaccine and said it expects… https://t.co/U7oDOlafUy,Twitter Web App
1339531606227357696,,2020-12-17 11:23:16,First Americans receive COVID-19 vaccine amid historic rollout https://t.co/yftoKDh9Nt @nyulangone #COVID19… https://t.co/gipI2GIz9q,Twitter for iPhone
1339531524262289408,"Ballypalookagh, Ireland. ",2020-12-17 11:22:57,Dear #PfizerBioNTech  - https://t.co/CQgpf4fVDM,Twitter for Android
1339518723070148608,washington,2020-12-17 10:32:05,"$SVTE can easily deliver the #COVID19
#Pfizer #BioNTech #vaccine right now!
$PFE $BNTX
https://t.co/DLwhCItW6z… https://t.co/N9MOXFgCUa",Twitter for Android
1339512244065878018,Delhi,2020-12-17 10:06:20,"#ChinaExposed |
#China has been projecting itself as the front-runner in the #CovidVaccine race but has now gone in… https://t.co/G9Qruf77Ti",Twitter for Android
1339511188951064577,Keighley,2020-12-17 10:02:09,Why don’t they get all the professional darts players to give people the #vaccine I’m sure it would be quicker and… https://t.co/RXbdAgnWBh,Twitter for iPhone
1339506285331542019,"South East, England",2020-12-17 09:42:39,Several #bluetee members (over 80) of @westsussexgolf report a structured &amp; fast #CovidVaccine  process with staff… https://t.co/Lje9b1QEsC,Twitter Web App
1339505519485046784,Bhubaneswar | Kolkata | Bihar ,2020-12-17 09:39:37,"I am pretty sure #Modi ji has already got  #PfizerBioNTech #vaccination for him..
But let's wear #Masks until we ge… https://t.co/IQDHUyZjJH",Twitter for Android
1339501739901390848,England. UK,2020-12-17 09:24:36,"@10DowningStreet Well Done to those people who volunteered. We no longer use mice, rats or 🐒 monkeys. #vaccine… https://t.co/MOevyzexdE",Twitter Web App
1339499253140320261,Malaysia,2020-12-17 09:14:43,"US sets 24-hour records with over 3,700 Covid deaths, 250,000 new cases https://t.co/Y7PTESW53e 

#COVID19… https://t.co/ZceAqp4oiF",Twitter Web App
1339498736028962816,,2020-12-17 09:12:40,If you’ve ever eaten ‘Billy Bear Ham’ then you don’t need to worry about whats in this Covid vaccine! 😷💉#Vaccines… https://t.co/39H4Zibf2D,Twitter for iPhone
1339497596470046721,France,2020-12-17 09:08:08,#COVIDー19 #COVID19 #PfizerBioNTech  The Asthma and Allergy Foundation of America also noted on Wednesday that the… https://t.co/8z4PmXTCvW,Twitter Web App
1339496267123187712,North England,2020-12-17 09:02:51,"@o_rips There you go, sensor this..

#CovidVaccine 
#BioNTech 
#Pfizervaccine 
#PfizerBioNTech 
#BillGates… https://t.co/ZYCRo6Pvlh",Twitter for Android
1339495873823293440,,2020-12-17 09:01:17,"Speed up the approval process for Covid-19 vaccine, Yii urges

 https://t.co/vsmMeV9GHb  

 Based on the usual proc… https://t.co/PiYFCM9EbE",IFTTT
1339495590116302848,"Edmonton, Alberta, CAN",2020-12-17 09:00:09,"@SE_MacDonald And few injections at the end to represent #COVID19 #vaccines? 

#PfizerBioNTech #CovidVaccine",Twitter for Android
1339493588896497665,Bangalore,2020-12-17 08:52:12,"$pfe +160,000 vaccinated and only 4 had severe reactions - of which 2 had pre-existing allergies &amp; recovered - Zero… https://t.co/gX9OKk0xBm",Twitter for iPhone
1339488067040763904,"Cape Town, South Africa",2020-12-17 08:30:16,"#vaccines Timeline for approval of #PfizerBioNTech in Europe.
https://t.co/7z0zCQDz7f",Twitter for Android
1339477267370496000,"Bengaluru, India",2020-12-17 07:47:21,"Is #Pfizervaccine safe? Alaska medicos suffer severe allergic reaction after jab
#Pfizer 
#PfizerBioNTech… https://t.co/GZhZUPX16o",Twitter Web App
1339466591109431296,"Kota Kinabalu, Sabah",2020-12-17 07:04:56,Many candidates appear to have promising interim results on the press release(which is excellent)only… https://t.co/r3IaedBL6Q,Twitter for iPhone
1339456334626844672,"Mumbai, India",2020-12-17 06:24:10,US COVID-19 Vaccination Programme: Health Worker Suffers Severe Allergic Reaction Minutes After Getting Pfizer-BioN… https://t.co/G1wjr1hlEE,Twitter Web App
1339456185754218496,East Midlands,2020-12-17 06:23:35,#Derbyshire GPs will start vaccinating patients against #coronavirus at two medical centres this week. Surgeries in… https://t.co/lVRYwZrG7i,TweetDeck
1339446545465241600,Guam,2020-12-17 05:45:16,I did it! #PfizerCOVIDvaccine #PfizerBioNTech #GetVaccinated #NurseTwitter #ERNurse #EDNurse #PinoyNurse… https://t.co/7oJw78fnW2,Twitter for iPhone
1339446389470867456,"Middle of Nowhere, USA",2020-12-17 05:44:39,"@macroliter Excellent thread.
O/T: opinion on info from UK about possible mutation in spike proteins?
Also, I just… https://t.co/WqCNLOy6rm",Twitter Web App
1339443533258887168,"Islamabad, Pakistan",2020-12-17 05:33:18,"Naltar Valley with AZ
https://t.co/ktARF1n7L3
#Pfizer #PfizerCOVIDvaccine #PfizerBioNTech #PfizerProud #nvsv… https://t.co/OQQtW7GJuR",Twitter Web App
1339441873685864448,India,2020-12-17 05:26:42,Safety Questions on Pfizer Vaccine Raised After Alaskan Suffers Serious Allergic Reaction Minutes After Taking Dose… https://t.co/AjtRtceite,Twitter Web App
1339441524745138176,USA,2020-12-17 05:25:19,This mRNA vaccine from #PfizerBioNTech displays heightened propensity to initiate allergic reaction of unknown orig… https://t.co/terIaipWdn,TweetDeck
1339439476410597377,Moronto City Of #Morons Canada,2020-12-17 05:17:11,@JohnTory There's been a lot of Great vaccine reports on disastrous  side effects #PfizerCOVIDvaccine &amp; #Moderna 💣💣… https://t.co/qx0IuBU88P,Twitter Web App
1339437623291637762,,2020-12-17 05:09:49,"@nytimes Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/tTLzsWSliD",Twitter for Android
1339437538755424256,,2020-12-17 05:09:29,"@MJMusicEars @HuffPost Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to kn… https://t.co/WXOIave7e6",Twitter for Android
1339437450092040192,,2020-12-17 05:09:08,"@washingtonpost Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more… https://t.co/LAJ8Tmv2jx",Twitter for Android
1339437322522284033,,2020-12-17 05:08:37,"@BNODesk Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/dG8J43yLBU",Twitter for Android
1339437272614232066,,2020-12-17 05:08:25,"@gmanews Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/cdlU3YBsIC",Twitter for Android
1339437239735095296,,2020-12-17 05:08:18,"@DrTonyLeachon Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/9j7NeMQulf",Twitter for Android
1339437206042193920,,2020-12-17 05:08:10,"@LotusOak2 Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/tN4fsXCqob",Twitter for Android
1339437150073446400,,2020-12-17 05:07:56,"@FredGilmartin Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/CYceyhpxAh",Twitter for Android
1339437069807063041,,2020-12-17 05:07:37,"@bnacker Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/twcfrjtTCu",Twitter for Android
1339437029411663872,,2020-12-17 05:07:28,"@politico Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/GgbN5LYJU4",Twitter for Android
1339437002543009792,,2020-12-17 05:07:21,"@jsolomonReports Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know mor… https://t.co/H7Ct1lURKT",Twitter for Android
1339436975267467264,,2020-12-17 05:07:15,"@ChadLivengood Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/Urjgml193v",Twitter for Android
1339436938802196481,,2020-12-17 05:07:06,"@DrEricDing Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/inHHf7UtK9",Twitter for Android
1339436929042014214,Moronto City Of #Morons Canada,2020-12-17 05:07:04,"@JohnTory Gestapo Tory have you had your share of #PfizerBioNTech vaccine yet? We all want a live video of that ""li… https://t.co/PZBJAmK02a",Twitter Web App
1339436904199163913,,2020-12-17 05:06:58,"@GeoRebekah @HealthyFla Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to k… https://t.co/dYM4io1iAe",Twitter for Android
1339436862197391363,,2020-12-17 05:06:48,"@lmorello_dc @owermohle @rachel_roubein Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View… https://t.co/2hIRgtsJJ9",Twitter for Android
1339436810330660869,,2020-12-17 05:06:35,"@owermohle Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/FIK4jAFb0i",Twitter for Android
1339436774934933505,,2020-12-17 05:06:27,"@SkyNews Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/v0JchkQcPj",Twitter for Android
1339436392133357568,,2020-12-17 05:04:56,"Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/P0WKqwrKQV",Twitter for Android
1339420139570094081,"Kuala Lumpur, Malaysia",2020-12-17 04:00:21,Too bad the #TantrumP Administration did not accept #PfizerBioNTech's extra #COVID19Vaccine offer when offered to i… https://t.co/MlK2zhkIHR,Twitter for Android
1339419800053850113,"Chennai, India",2020-12-17 03:59:00,An Alaskan health worker suffered a serious allergic reaction after getting #PfizerBioNTech's #coronavirus vaccine.… https://t.co/KcBWwji3uO,TweetDeck
1340315232070201345,,2020-12-19 15:17:07,Imagine my shock https://t.co/Xu6PA04KyT #Moderna #modernavaccine #FDA #FDAapproves #BioNTech #mRNA #NoVaccineForMe… https://t.co/2w0FSkbjvP,Twitter for iPhone
1340314215819726849,Berkshire,2020-12-19 15:13:05,Exactly this 👇#coronavirus #Covid_19 #COVID19 #coronavirusuk #CovidVaccine #covid #vaccine #Pfizer #PfizerBioNTech… https://t.co/st2JiumXD9,Twitter Web App
1340313682606219266,"England, United Kingdom",2020-12-19 15:10:58,"@piersmorgan Hey Piers.
More and more adverse reactions to the #PfizerCOVIDvaccine made by #PfizerBioNTech 
The US… https://t.co/EvbZqRsYQf",Twitter for Android
1340311966938767360,,2020-12-19 15:04:09,"""Out of an abundance of caution, we are temporarily pausing vaccinations at Condell, which will allow us time to be… https://t.co/Bvc7IkN7lW",Twitter for Android
1340310922695503874,"London, UK",2020-12-19 15:00:00,"Academic: Pharmacists critical to easing COVID-19 vaccine concerns
@OksanaPyzikUCL #CovidVaccine #PfizerBioNTech… https://t.co/MNCjtN8p2K",TweetDeck
1340310457064812544,"Grand Rapids, MI",2020-12-19 14:58:09,"24 hours post #COVID #vaccine, and honestly feeling great. My arm is less sore than it was yesterday (usually my so… https://t.co/7cq2yCwLoG",Twitter for iPhone
1340308425348100097,,2020-12-19 14:50:04,@ABC the Pfizer mRNA vaccine is derived from fetal stem cells.  Any of you pro-life hypocrites are prohibited from… https://t.co/lYqwujRRdu,Twitter for iPad
1340307823096438784,"Amsterdam, The Netherlands",2020-12-19 14:47:41,#FDA #advisory #committees customarily go through a #post_vote_round robin in which members may briefly share their… https://t.co/hqzFChGaj4,Twitter Web App
1340306833337147397,"Lagos, Nigeria",2020-12-19 14:43:45,"@ShehuSani Translate:

""Oyibo oyokometer dey use style dudge dia eyes comot from di drug for Coro19 wey Russia bin… https://t.co/YoPqOCJQ5n",Twitter Web App
1340304234416381954,Nigeria,2020-12-19 14:33:25,The Western media deliberately down played or ignored the Russian #coronavirus vaccine.Its now all about #Pfizer… https://t.co/e1Pgts9nzB,Twitter for iPhone
1340295900808228864,"Paris, France",2020-12-19 14:00:18,Swiss clear jab to fight coronavirus.  #Switzerland #PfizerBioNTech on @RFI_En by @myers_rfi     https://t.co/Gs1MTO68uL,Buffer
1340279849877909504,"South East, England",2020-12-19 12:56:32,What use is the first half of a two-part vaccination when no more is coming until March? Asking for a country… https://t.co/8CgTGacPt6,Twitter for iPhone
1340267536936562690,London!,2020-12-19 12:07:36,Let’s go #CovidVaccine #PfizerBioNTech https://t.co/L8uvAC3nKu,Twitter for iPhone
1340267146589270018,"Mumbai, India",2020-12-19 12:06:03,"Saudi Arabia Starts the Inoculation Process by Importing Two Shipments of the Vaccine
#coronavaccine  #covid19… https://t.co/iT25v2VHx4",Twitter Web App
1340266070062624773,Switzerland,2020-12-19 12:01:46,#Switzerland gives go ahead to #Covid_19 #PfizerBioNTech vaccine. Here in canton #Bern vaccination due to start Jan… https://t.co/GYfOMlXYwy,Twitter for iPad
1340264718909329409,"Rochdale, Gtr Manchester",2020-12-19 11:56:24,A message by Dr Alom on #PfizerBioNTech vaccination for #BENGALI(Sylheti) speakers: pls share with those in the com… https://t.co/XIo9UeXkFC,Twitter for iPhone
1340263765271568384,"Rochdale, Gtr Manchester",2020-12-19 11:52:37,A message by Dr Singh on #PfizerBioNTech vaccination for PUNJABI speakers: please share with those in the community… https://t.co/qna4LVj8Qo,Twitter for iPhone
1340263319563870209,"Rochdale, Gtr Manchester",2020-12-19 11:50:50,A message by Dr Nisa Aslam on #PfizerBioNTech vaccination for URDU speakers: please share with those in the communi… https://t.co/NsADW2d3YK,Twitter for iPhone
1340262970656321536,India,2020-12-19 11:49:27,#COVID19 Vaccine Can Turn People Into #Crocodiles - Brazilian President! https://t.co/60Km8P4Mso #CovidVaccine… https://t.co/kEN9zpmIvv,Twitter Web App
1340262430572724224,Croatia,2020-12-19 11:47:18,"""Nevertheless, the safety profile of the vaccine is good – across  different ages, ethnicities, both sexes and in i… https://t.co/PI9qob2mpX",Twitter Web App
1340260636853493761,,2020-12-19 11:40:11,"@pfizer 
 Does your vaccine provide herd immunity?
#Covid_19 #PfizerBioNTech",Twitter Web App
1340258302349991938,Birmingham Children's Hospital,2020-12-19 11:30:54,A huge thank you to everyone involved in the COVID vaccination programme. Dose 1 of 2. Ensuring the safety of every… https://t.co/X9reAsiNij,Twitter for Android
1340254876597702656,,2020-12-19 11:17:17,This morning I’ve given my first covid 19 vaccines 💉 great to be able to offer some support to the mass vaccination… https://t.co/6rNqTVI7nQ,Twitter for iPhone
1340250523883040770,,2020-12-19 11:00:00,"Five people showed allergic reactions after they were administered #PfizerBioNTech's #COVID19 vaccine.
https://t.co/bpzJo1P6Zm",Twitter Web App
1340240320525705217,"Neuchâtel, Suisse",2020-12-19 10:19:27,Prix vaccins anti-Covid (#Europe ) #AstraZeneca 1.78€ #johnson&amp;johnson $8.50 #sanofiglaxosmithkline €7.56… https://t.co/134Yd2LdTb,Twitter for iPhone
1340234717581488129,Johannesburg,2020-12-19 09:57:11,Very good video primer on how the #PfizerBioNTech &amp; #Moderna vaccines work. “Rooted in Science”. Recommended https://t.co/CFuyGCr2fO,Twitter for iPhone
1340217437569114112,"Wherever I go, there I am.",2020-12-19 08:48:31,@megtirrell #PfizerBioNTech  Ship it out anyway!! Get it to hospitals and health networks to dose the people NOW. O… https://t.co/fSwjkFNsDG,Twitter Web App
1340214428160110592,United Kingdom,2020-12-19 08:36:34,When should hearing stories that people are having allergic reaction to the Pfizer BioNTech #PfizerBioNTech COVID-1… https://t.co/FLnzpzDIwk,Twitter for Android
1340209434107105280,"New Delhi, India",2020-12-19 08:16:43,"@ABC Yes, #FauciHero is talking about the sweetness of the kickbacks from #PfizerBioNTech and other pharma companie… https://t.co/GuqUXeljq3",Twitter Web App
1340205539641483264,BERLIN,2020-12-19 08:01:15,@RNCResearch @Mike_Pence #OWS had nothing to do with #PfizerBioNTech vaccines... #stopthelies... #useless #corruptGOP,Twitter for iPhone
1340198657602301952,"309,B No 4, Emaar Busines Park",2020-12-19 07:33:54,The delivery to the #US will begin immediately with a total of 200 million doses ordered by the government to date.… https://t.co/R29IIseL0Y,Twitter Web App
1340188625817006081,"309,B No 4, Emaar Busines Park",2020-12-19 06:54:02,"#PresidentElectJoeBiden will take the #vaccine publicly to show the #American people it is safe.
#COVID19… https://t.co/91b5MhNoYE",Twitter Web App
1340185520572403714,,2020-12-19 06:41:42,"@NPR Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/XQbTzvYMSN",Twitter for Android
1340185492063744000,,2020-12-19 06:41:35,"@MikeIsaac @KatherineJWu Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to… https://t.co/soyavusq9r",Twitter for Android
1340185468462391296,,2020-12-19 06:41:29,"@MikeIsaac Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/rJ1KT2GXHW",Twitter for Android
1340185378389700609,,2020-12-19 06:41:08,"@SFGate Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/ZfhAJt6hAV",Twitter for Android
1340185345946750976,,2020-12-19 06:41:00,"@latimes Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/9OxgmZd5o2",Twitter for Android
1340185254016016384,,2020-12-19 06:40:38,"@nypost Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/wwEqG8LuAo",Twitter for Android
1340148839240650755,"Brown U., School of Medicine",2020-12-19 04:15:56,"Cool guys are in town!

#vaccine #PfizerBioNTech  #moderna https://t.co/6N4d9fzagG",Twitter for iPad
1340146172854353920,India,2020-12-19 04:05:20,"I have seen many vaccine videos so far...

But haven't seen anyone aspirating before injecting...

Isn't there a sm… https://t.co/sg7Qvr5kcx",Twitter for Android
1340144689069109248,"Grand Rapids, MI",2020-12-19 03:59:27,13 hours post #COVID #vaccine: just a little arm soreness and tenderness around the injection site. Comparable so f… https://t.co/0WEUdf5Y7F,Twitter for iPhone
1340133069873766400,"Long Beach, CA",2020-12-19 03:13:16,Feeling hopeful for the first time in 10 months and SO immensely grateful to those who have been working to make th… https://t.co/3kahHbOW4a,Twitter for iPhone
1340130263263678466,"Edmonton, Alberta, CAN",2020-12-19 03:02:07,"Inequity at it's new low 👇

#CovidVaccine #PfizerBioNTech #Covid19 #HealthcareWorkers #healthequity https://t.co/LwMVPIddxU",Twitter for Android
1340129733820870657,"Washington, D.C.",2020-12-19 03:00:01,"States report confusion as #government reduces #vaccine shipments, while #Pfizer says it has ‘millions’ of unclaime… https://t.co/SGHSqkyROm",TweetDeck
1340123978061385728,,2020-12-19 02:37:09,"So, Trump spent $12.4 Billion on #OperationWarpSpeed to speed #vaccine development and distribution.

After all the… https://t.co/zdvBE4VSEu",Twitter for iPhone
1340119287361626117,United States,2020-12-19 02:18:30,I been through hell and back. Give me that damn vaccine. #PfizerBioNTech,Twitter for iPhone
1340113414253924356,"Miami Beach, FL",2020-12-19 01:55:10,"24 hours post-vaccination... Haven’t turned into a zombie yet 😅
#Microchip #COVID19 #ConspiracyTheory… https://t.co/ci1qJe2qEy",Twitter for iPhone
1340105000756727808,"Northern California, USA",2020-12-19 01:21:44,Stay safe everyone ❤️. We’ll get through this. The end is in sight... #Covid19Vaccine # #PfizerCOVIDvaccine… https://t.co/bxizZZEY5T,Twitter for iPhone
1340100487425781765,,2020-12-19 01:03:48,Excited to be a part of so many front line workers coming together to help fight back against the pandemic! Big tha… https://t.co/SmbPNKJpo7,Twitter for iPhone
1340100392424787968,,2020-12-19 01:03:26,@OWHnews the Pfizer mRNA vaccine is derived from fetal stem cells.  Any of you pro-life hypocrites are prohibited f… https://t.co/TtnYsVYn1U,Twitter for iPad
1340094306078605314,"Princeton, NJ",2020-12-19 00:39:14,24 hours post COVID vaccine 💉 and feeling fine! #COVID19Vaccine #PfizerBioNTech #grateful #rwjms https://t.co/t611SV1KsN,Twitter for iPhone
1340090004777922561,"Vancouver, British Columbia",2020-12-19 00:22:09,"11 new #Covid19 deaths in #BC as the province also Friday announces 624 new cases. 
-1,376 doses of #PfizerBioNTech… https://t.co/Hf4ES0q22W",TweetDeck
1340086262506680320,Turkey-Israel,2020-12-19 00:07:17,"hope created by @BioNTech_Group 
-
Physician Luisa Vera reacts after receiving the #PfizerBioNTech… https://t.co/0CpPDdIJxh",TweetDeck
1340086019220254721,,2020-12-19 00:06:19,I got my first Covid-19 vaccine today. #Covid19 #Covid19Vaccine #IBelieveScience #RollUpYourSleeve #SaveLives… https://t.co/wVsOicz1tS,Twitter for iPhone
1340084663239340032,Saudi Arabia,2020-12-19 00:00:55,More than 60 percent of Saudis and expats have shown an interest in taking the #PfizerBioNTech #coronavirus… https://t.co/f187rLrHte,Socialbakers
1340084648697729024,"Ventura, CA ",2020-12-19 00:00:52,the #PfizerBioNTech vaccine against #COVID19 is in - https://t.co/Vztmk0783s,Twitter for iPhone
1340082039995985920,"Sevenoaks, South East",2020-12-18 23:50:30,Fascinating read on the scientist whose work paved the way for the #PfizerBioNTech and #Moderna Covid vaccines https://t.co/ZzWIOiBRbW,Twitter for Android
1340081419729645568,,2020-12-18 23:48:02,The FDA said Thursday it was working with Pfizer to revise a fact sheet for recipients of the #PfizerBioNTech COVID… https://t.co/kLjeFn0d7L,Buffer
1340078004421206016,,2020-12-18 23:34:28,@senatemajldr the Pfizer mRNA vaccine is derived from fetal stem cells.  Any of you pro-life hypocrites are prohibi… https://t.co/OkZo1uZQnH,Twitter for iPad
1340075377960517632,,2020-12-18 23:24:02,"Noelle doesn't have a ""how it started"" pic, but this is how it's going. #PfizerBioNTech #COVID19 #vaccine #mRNA https://t.co/LVINfNw8Wv",Twitter Web App
1340071653645164546,"Boston, MA",2020-12-18 23:09:14,"What a surreal moment, I just got the COVID-19 vaccine this morning! I will continue to wear a mask and practice so… https://t.co/IByN8AiLVe",Twitter for Android
1340069183506313222,"Oakville, Ontario",2020-12-18 22:59:25,As 🇨🇦 gears up to receive additional doses of the #PfizerBioNTech vaccine - with approx. 212K next week - additiona… https://t.co/X55Z6uLZDe,Twitter for iPhone
1340065259059462144,"Vancouver, B.C. Canada",2020-12-18 22:43:49,"Since #Belgian minister has tweeted costs to #EU of var. #COVID19 vaccines (#PfizerBioNTech = USD$14, #Moderna = $1… https://t.co/riurKTKQfG",Twitter Web App
1340051308368289795,USA,2020-12-18 21:48:23,"why don't inject it into glute muscle? maybe it safer.

#mRNA #vaccine #PfizerBioNTech",TweetDeck
1340050379518701569,Canada ,2020-12-18 21:44:42,"#COVIDvaccine side effects. Not mentioned on #HealthCanada website, or in submissions from #PfizerBioNTech for HC a… https://t.co/BmebDBz7nI",Twitter Web App
1340048251563745280,"Bogotá, Colombia",2020-12-18 21:36:14,#COVAX #ThePeoplesVaccine #COVID19 #Moderna #SputnikV #PfizerBioNTech #Pfizervaccine #Sinovac #Sinopharm… https://t.co/SkemQRqIa7,Twitter Web App
1340045779793289217,,2020-12-18 21:26:25,the Pfizer mRNA vaccine is derived from fetal stem cells.  Any of you pro-life hypocrites are prohibited from being… https://t.co/tY6rKv3RqX,Twitter for iPad
1340045427022962688,"San Antonio, Texas",2020-12-18 21:25:01,Just booked my COVID vaccination appointment!! #science #PfizerBioNTech https://t.co/GcBDDeoLkb,Twitter for iPhone
1340045422434394112,"Florida, USA",2020-12-18 21:25:00,"COVID Vaccine part 1 done! 

It took me longer to find the garage I had to park in than to get the vaccine, lol… https://t.co/WNIcjsggxE",Twitter for Android
1340043772177084416,,2020-12-18 21:18:26,It's safe. It's effective. Get it as soon as you're eligible. Do your part. #COVID19Vaccine #CovidVaccine… https://t.co/vFMNJmWTsU,Twitter for Android
1340040230984925184,Chicago • Athens • Mitten,2020-12-18 21:04:22,"This morning #FrontLineHeroes at .@MetroHealthGR received the #PfizerBioNTech #COVID19 #vaccine 

.@MLive story by… https://t.co/9ietOH0n2Z",Twitter Web App
1340035396311379971,"Michigan, USA",2020-12-18 20:45:09,Happy tears ! Got my first dose of Pfizer vaccine today. The only reaction it gave was JOY !#CovidVaccine… https://t.co/LMlmFDbxZp,Twitter for iPhone
1340034542405443584,Everywhere,2020-12-18 20:41:46,Thanks to efforts by the United Kingdom to approve and roll-out a vaccine 💉 Scotland is now the most vaccinated pla… https://t.co/EoR22vPGMV,Twitter for iPhone
1340022005781946376,Email:talksavailable@gmail.com,2020-12-18 19:51:57,@DHSCgovuk @NHSuk @NHSEngland #britain leading  🌎 to  #Pfizer #PfizerBioNTech vaccine #CovidVaccine #COVID19Vaccine… https://t.co/L5axvc2BcD,Twitter for Android
1340019043445714946,"Atlanta, GA",2020-12-18 19:40:10,Help American citizens get more information on the #CovidVaccine after you’ve received your vaccine. Don’t forget t… https://t.co/p2hMffoCfd,Twitter for iPhone
1340016612255047680,,2020-12-18 19:30:31,Dr. JAM gets vaccinated!#PfizerBioNTech #getvaccinated @LLUHealth https://t.co/7VbKESIG7Z,Twitter for iPhone
1340014622728888320,,2020-12-18 19:22:36,"📚 Referencias:
1. https://t.co/rLLGIkIi40. (2020). Retrieved 15 December 2020, from https://t.co/jWyPTZTHur.

9/🧵… https://t.co/LP6LS5ZVuj",Twitter Web App
1340014500083236864,"California, USA",2020-12-18 19:22:07,"Not a fan of VP Mike Pence, but thank you for doing this. The public needs strong leadership on both sides to insti… https://t.co/fkSxraa7vX",Twitter for Android
1340010086874419206,Turkey-Israel,2020-12-18 19:04:35,my #column on #Monday for a #Turkish newspaper... about #Ankara's last #policy for #China's Coronavac #vaccine !!!… https://t.co/N1nmQrwkVg,TweetDeck
1340009883274366978,,2020-12-18 19:03:47,@moderna is stepping up &amp; doing the right thing for its placebo recipients... @pfizer is waiting for us to get sick… https://t.co/ksBFNNbLFm,Twitter for iPhone
1340009156263206923,"Odessa, TX",2020-12-18 19:00:53,Oh this been the best explanation for the vaccine and our immune response #PfizerBioNTech #Moderna https://t.co/4lwGIWBjKM,Twitter for iPhone
1340004742672637952,"New York, NY",2020-12-18 18:43:21,"It’s Shot O’Clock! When it’s your turn, don’t miss your shot 🙏🏽 #IGotTheShot #VaccinesSaveLives #StickItToCOVID… https://t.co/Q0hWdeRuJO",Twitter for iPhone
1340004197710761984,Washington D.C.,2020-12-18 18:41:11,"Been a long, exhausting, and heartbreaking year but finally there is hope. Yes it’s a new vaccine and yes it was ma… https://t.co/9KVpIQKnUM",Twitter for iPhone
1340001660773527554,UAE / Manila,2020-12-18 18:31:06,Please read this thread. #COVID19 #PfizerBioNTech #PfizerVaccine #ModernaVaccine https://t.co/pUv3ilnCAG,Twitter for iPad
1340000375697391616,Türkiye,2020-12-18 18:26:00,"Russia’s coronavirus death toll rises to 49,762 @WHO #Russia #coronavirus #PfizerBioNTech #COVID19… https://t.co/GUzrVI5IXp",TweetDeck
