id,user_location,date,text,source,Classification,Confidence
1.34E+18,,14-12-20 12:48,First Pfizer coronavirus vaccine doses set to arrive at hospitals https://t.co/DyaXNPTR0l #PfizerBioNTech… https://t.co/8LcRwWPBXv,Twitter for iPhone,Neutral,0.915
1.34E+18,South Africa,14-12-20 12:40,"vaccinated. More than 1.1 million new cases have been confirmed in the past week and the death toll is above 306,00… https://t.co/gLvVfGEKEi",Twitter Web App,Neutral,0.393
1.34E+18,South Africa,14-12-20 12:40,"US HEALTH CARE WORKERS &amp; MOST VULNERABLE TO RECEIVE THE PFIZER-BIONTECH SHOTS
Trucks on Sunday began shipping milli… https://t.co/4AAgDXqvsU",Twitter Web App,Positive,0.678
1.34E+18,"London, England",14-12-20 12:38,@sammwittings Oh great - thought you wouldnt be able to see her before Xmas - btw I heard on the radio that Shropsh… https://t.co/DWeYPMXCzN,Twitter for Android,Negative,0.998
1.34E+18,"Dallas, TX",14-12-20 12:08,#PfizerBioNTech's #COVID19 vaccines are making their way to distributions sites nationwide. @FedEx says some of the… https://t.co/cM5YwBod55,Twitter Web App,Neutral,0.733
1.34E+18,,14-12-20 11:58,US is all set to start its #COVID19  #vaccination  drive with the doses of #PfizerBioNTech  #vaccine that is ready… https://t.co/iClQaqEBBU,Twitter Web App,Neutral,0.715
1.34E+18,Bangladesh,14-12-20 11:56,#Singapore became on Monday the first Asian country to approve #PfizerBioNTech's #CoronavirusVaccine and said it ex… https://t.co/f6TwAm3NrO,Twitter Web App,Neutral,0.715
1.34E+18,Kashmir,14-12-20 11:53,"Singapore approves Pfizer vaccine , becomes first south East Asian country to approve the vaccine. Doses will be gi… https://t.co/XBs7pR0GU4",Twitter for Android,Neutral,1
1.34E+18,Michigan,14-12-20 11:50,#PfizerBioNTech COVID-19 vaccine being distributed; #ElectoralCollege formally casts votes today; #DetroitLions los… https://t.co/steoPO9yEe,TweetDeck,Positive,0.605
1.34E+18,,14-12-20 11:41,#BillGates  caught on video admitting #CovidVaccine  will CHANGE our #DNA  FOREVER. https://t.co/PPzAGwLYPu via… https://t.co/wBJH3LpstH,Twitter Web App,Positive,0.141
1.34E+18,Global,14-12-20 11:32,"#Singapore approves #PfizerBioNTech #VirusVaccine https://t.co/9vjLXMrGyw 

#Pandemic",Twitter Web App,Neutral,0.256
1.34E+18,Birmingham UK,14-12-20 11:20,"Excited about tomorrow 
So honoured to be part to this exciting team administering in primary care #Covid_19… https://t.co/gWDTDMGoF0",Twitter for iPhone,Positive,0.933
1.34E+18,,14-12-20 11:08,@LUDOVICOTODINI @Taxistalobbyst   caught on video admitting #Covidvaccine will CHANGE our #DNA FOREVER.… https://t.co/AgM4DZSyjt,Twitter Web App,Positive,0.605
1.34E+18,"Philadelphia, Pa.",14-12-20 11:08,Who should not get vaccine ...yet https://t.co/kuIwEyz7yV via @YouTube #vaccine #MaskUp  #Pfizer #Pfizervaccine #PfizerBioNTech,Twitter Web App,Neutral,0.984
1.34E+18,Global,14-12-20 10:51,"#Canada to begin #PfizerBioNTech #Covid19Vaccine roll-out https://t.co/sZkFQLldPN 

#Pandemic",Twitter Web App,Neutral,0.437
1.34E+18,Hong Kong,14-12-20 10:22,"#Singapore approves the #PfizerBioNTech #COVID-19 #vaccine 
First shipment expected by end-December 

#coronavirus… https://t.co/37Y6FRnFzX",Twitter for iPhone,Neutral,0.971
1.34E+18,,14-12-20 10:07,"@GOPChairwoman @GOP @realDonaldTrump #PfizerBioNTech 
Thank you #DrSahin &amp; Team https://t.co/edzMSP6Kvc",Twitter for Android,Positive,0.5
1.34E+18,"Ravenna , Italy",14-12-20 9:56,U.S. expects to have immunized 100 million against #COVID-19 by end of March -Slaoui https://t.co/810e0oDL2I… https://t.co/gQsJ67k95P,Twitter Web App,Neutral,0.896
1.34E+18,Singapore,14-12-20 9:41,"Singapore's plan to tackle #COVID19
has been really effective.  
Early in pandemic,more than $1 bn was set aside fo… https://t.co/aWI7CPS81B",Twitter for Android,Positive,0.748
1.34E+18,Asia,14-12-20 9:24,"Singapore approves @pfizer @BioNTech_Group  vaccine for local use. Vaccine safe to use on people aged 16 and above,… https://t.co/We7ap3vnAG",Twitter Web App,Neutral,1
1.34E+18,Singapore,14-12-20 9:18,"Phase 3 begins Dec 28, #PfizerBioNTech vaccine first to arrive in #singapore by end Dec, and shots to be free for a… https://t.co/wfFjjKR15V",Twitter for iPhone,Positive,1
1.34E+18,,14-12-20 9:07,"@realDonaldTrump World🌏 
Thank  you #PfizerBioNTech 
#DrSahin &amp; Team https://t.co/rBp6Ox1lts",Twitter for Android,Positive,1
1.34E+18,United Kingdom,14-12-20 8:46,Does this vaccine mean that I’m gonna have to eventually wear a proper bra again or are we all in agreement that un… https://t.co/roDsrp1MzS,Twitter for iPhone,Neutral,0.761
1.34E+18,Cyprus,14-12-20 8:44,US began shipments of #Covid19 #PfizerBioNTech #vaccine Sunday following final CDC approval. While #pandemic is far… https://t.co/AwDK69gkJB,Twitter Web App,Neutral,0.648
1.34E+18,United States,14-12-20 8:02,"True question for #scientists:

As with many vaccines the #PfizerBioNTech vaccine needs to be given in 2 shots: a… https://t.co/C9E1Q1mHJ9",Twitter for iPad,Neutral,1
1.34E+18,Cyprus,14-12-20 7:18,The first few million #PfizerBioNtech #vaccines have arrived in the US after a last-minute #emergencyauthorization… https://t.co/lKgaRoGiTg,Twitter Web App,Neutral,0.868
1.34E+18,,14-12-20 6:58,"#DonaldTrump and #MikePence to be offered the recently authorized #PfizerBioNTech vaccine

https://t.co/QVBjcEIlY2",TweetDeck,Positive,0.901
1.34E+18,India,14-12-20 6:57,"#Pfizervaccine is unlikely to be available in India for mass distribution. Read to find out why.

#PfizerBioNTech… https://t.co/2ywdDnR70w",TweetDeck,Neutral,0.808
1.34E+18,Global Footprint,14-12-20 6:26,The #US is set to begin its coronavirus vaccination drive from today with doses of #PfizerBioNTech’s vaccine set to… https://t.co/g0fkVA3cxI,Twitter Web App,Neutral,0.657
1.34E+18,,14-12-20 6:08,"Politico.  December 13, 2020.  FDA's Hahn: Covid-19 vaccine authorization based in 'science and data'… https://t.co/NwLfLopRXo",Twitter Web App,Neutral,1
1.34E+18,North America,14-12-20 6:07,"Politico.  December 13, 2020.  FDA's Hahn: Covid-19 vaccine authorization based in 'science and data'… https://t.co/U4q5A64RGk",Twitter Web App,Neutral,1
1.34E+18,"Troy, Michigan;  Serial ✈️",14-12-20 5:03,"I’m due to get the vaccine on Tuesday, super thrilled!
#Pfizer #PfizerBioNTech #CoronavirusVaccine",Twitter for iPhone,Positive,0.721
1.34E+18,pollachi,14-12-20 4:44,#USA to start #vaccination from today! It has according to latest figures maximum #coronavirus cases (over 16.7 mil… https://t.co/jDfA1jqvbs,Twitter for Android,Neutral,0.875
1.34E+18,"Pennsylvania, USA",14-12-20 4:38,"#COVID #PfizerBioNTech #vaccine  #Pennsylvania
Nursing homes in Pennsylvania prepare for COVID-19 vaccine distribut… https://t.co/mNWsy2EHpU",Twitter for Android,Neutral,0.462
1.34E+18,,14-12-20 4:09,Vaccines save lives 💯 Hopefully HCW can assuage public fear and anxiety regarding this vaccine 💉 so we can finally… https://t.co/rxuYdYinpz,Twitter for iPhone,Neutral,0.522
1.34E+18,,14-12-20 3:40,1st doses of #PfizerBioNTech's #COVID19 #vaccine arrive in #Canada https://t.co/PYSZah8tDk,Buffer,Neutral,0.573
1.34E+18,"Edmonton, Alberta, CAN",14-12-20 3:37,"Are politicians #EssentialWorkers? 🤔🤦‍♂️ 

#COVID19 #PfizerBioNTech #CovidVaccine #VaccinesWork #ScienceMatters… https://t.co/XYQQzo8QGF",Twitter for Android,Neutral,0.729
1.34E+18,,14-12-20 3:36,"""The first batch of doses of Pfizer-BioNTech’s COVID-19 vaccine have arrived in Canada,” PM Trudeau said on Twitter… https://t.co/fdV5qSRLLr",Hootsuite Inc.,Neutral,0.954
1.34E+18,,14-12-20 3:19,#USA to start #vaccination from today! It has according to latest figures maximum #coronavirus cases (over 16.7 mil… https://t.co/Ywv7QfOOHC,Twitter for Android,Neutral,0.846
1.34E+18,"St. Catharines, Ontario",14-12-20 3:17,Good news!  #PfizerBioNTech vaccines arrived ... other vaccines like #Moderna and #AstraZeneca are also coming. https://t.co/e8wxDoutiw,Twitter Web App,Neutral,0.582
1.34E+18,"London, DC, NYC, Nairobi",14-12-20 3:11,My money is on a Mr. Mark Twain getting the one of the first doses of the #PfizerBioNTech #vaccination in the United States @CalNBC,Twitter for iPhone,Neutral,0.589
1.34E+18,Earth,14-12-20 2:49,#APT29 aka #CozyBear hacker group suspected of hacking #PfizerBioNTech #IP and now federal agencies like U.S. Treas… https://t.co/m4DoCVuKOv,LinkedIn,Negative,0.647
1.34E+18,global,14-12-20 2:46,"Pfizer-BioNTech’s COVID19 vaccine is also urgently needed for Africa: #Ghana, #Nigeria, #Egypt, #SouthAfrica &amp; rest… https://t.co/93G9dkM0Pb",Twitter Web App,Neutral,1
1.34E+18,"Vancouver, British Columbia",14-12-20 2:41,There it comes . #Covid_19 #PfizerBioNTech https://t.co/RO2IsNOOOU,Twitter for iPhone,Positive,0.511
1.34E+18,USA,14-12-20 2:41,@realDonaldTrump Might as well call it 100 years ahead #LiarInChief you had nothing to do with the #PfizerCovidVaccine #PfizerBioNTech,Twitter for iPhone,Negative,0.637
1.34E+18,"GP Partner, Watford ",14-12-20 2:34,"@pash22 @CDCgov @caseymross Interesting approach 🇺🇲 

🇬🇧 guidance v clear now:

""Any person with a history of anaph… https://t.co/jblkV7DsaT",Twitter for Android,Neutral,0.521
1.34E+18,"Mumbai, India",14-12-20 2:30,"Pfizer-BioNTech COVID-19 Vaccine: Donald Trump, Mike Pence &amp; Top US Officials to be Offered Early Access to Newly A… https://t.co/aLJntRiBfA",Twitter Web App,Neutral,1
1.34E+18,Earth,14-12-20 2:25,"#PfizerBioNTech #Vaccine hacked a few days ago

#UsTreasury hack announced today. 

https://t.co/y1YbMXoC6g

A whol… https://t.co/NJbT0gqXPj",Twitter for Android,Positive,0.679
1.34E+18,"Palm Beach, FL",14-12-20 2:05,Be safe and thank you @FedEx !!!👍 #vaccine #FedEx #PfizerBioNTech #Pfizer https://t.co/WkmafScUlJ,Twitter for Android,Neutral,0.66
1.34E+18,La Belle Province,14-12-20 1:23,"@RainArtChik And we're nowhere near 2030.

Premature innoculation...?  😇

#PfizerBioNTech 
#CdnPoli",Twitter Web App,Positive,0.617
1.34E+18,Shillong India Ottawa Canada ,14-12-20 1:22,"#HarHarMahadev 🙏
First batch of doses of #Pfizer #BioNTech vaccines are in #Canada ......YAY many congratulations 🙏… https://t.co/JhSK49pKzS",Twitter Web App,Neutral,0.344
1.34E+18,"Oakville, Ontario",14-12-20 1:00,"Welcoming the 1st #COVID19vaccines to 🇨🇦 tonight!

The 1st 30K doses of #PfizerBioNTech are arriving across the cou… https://t.co/40UMur6yoO",Twitter for iPhone,Positive,1
1.34E+18,"Saugerties, New York",14-12-20 0:57,"More information about #Pfizer vaccine and severe allergies:

https://t.co/swFdY3kPoe

#CovidVaccine #Pfizervaccine #PfizerBioNTech",Twitter Web App,Neutral,0.956
1.34E+18,"Los Angeles, CA",14-12-20 0:36,"Welp, thanks already aren't going quite as planned with the #PfizerBioNTech #CovidVaccine distribution.  These aren… https://t.co/dr9UqDgWDY",Twitter Web App,Positive,1
1.34E+18,"Balboa Peninsula, SoCal USA",14-12-20 0:20,MT @murray_nyc Five years ahead of schedule? It’s a pandemic! There was no pre-determined schedule. How about ackno… https://t.co/MLb8s47hZZ,Twitter Web App,Neutral,1
1.34E+18,"Saturnalia Town, USA",14-12-20 0:10,This is excellent news!  Our great President Trump and his administration have pushed to get this vaccine ready qui… https://t.co/UEePAsa7Nj,Twitter for iPhone,Neutral,0.508
1.34E+18,New York / New Jersey / Global,13-12-20 23:55,Good heavens - you are too stupid to reason with even on a slow day. get a dummy for #pademics and slither away alr… https://t.co/ZZEAVCdSkH,Twitter Web App,Positive,0.865
1.34E+18,Hellas,13-12-20 23:51,Before you say you WILL OR WON’T take Pfizer’s vaccine for COVID-19 Read the report. https://t.co/goyWkzlkXP… https://t.co/sCqrZurHys,Twitter for iPhone,Negative,0.711
1.34E+18,Texas,13-12-20 23:48,It’s here. #Covid_19 #CovidVaccine  #PfizerBioNTech https://t.co/1E0bcR8Lig,Twitter Web App,Positive,0.939
1.34E+18,HRVA,13-12-20 22:49,What a process!! They definitely thought of everything publicity wise... #Pfizervaccine #PfizerBioNTech https://t.co/2b84raNcgE,Twitter for iPhone,Positive,1
1.34E+18,Türkiye,13-12-20 22:30,"Turkey’s coronavirus death toll reaches 16,417 @drfahrettinkoca #CoronavirusPandemic #Turkey #PfizerBioNTech… https://t.co/eRYk0TZ8RS",TweetDeck,Neutral,0.358
1.34E+18,,13-12-20 21:54,In case anyone is interested here is a link to the #PfizerBioNTech #COVID19Vaccine patient information that is on t… https://t.co/wGaf4baY2g,Twitter Web App,Positive,0.843
1.34E+18,,13-12-20 21:52,@tameemmurtuza Yes here is the link to the patient education information from #PfizerBioNTech that should be given… https://t.co/nK924H2999,Twitter Web App,Neutral,0.541
1.34E+18,,13-12-20 21:16,"#UnitedStates—The first #Covid19 vaccines are going out!
#CDC officially allows
#PfizerBioNTech—#coronavirus… https://t.co/UnjN6vfPwT",Twitter for iPhone,Neutral,0.972
1.34E+18,Turkey-Israel,13-12-20 21:07,"Infections #worldwide
-
#UnitedStates : 220,575
#Brazil : 43,279
#Turkey : 30,805
-
#coronavirus #Corona #Covid_19… https://t.co/JjXqHSJC40",TweetDeck,Neutral,0.674
1.34E+18,,13-12-20 20:53,"#PfizerBioNTech COVID-vaccine given the green light in the US
https://t.co/LNZVWu5uU4",TweetDeck,Positive,1
1.34E+18,Turkey-Israel,13-12-20 20:47,"What kind of #America will he leave behind?
-
#Trump #DonaldTrump #JoeBiden #NewYork #Washington #WhiteHouse… https://t.co/kImRJ2Yjxs",TweetDeck,Neutral,0.778
1.34E+18,"Bristol, UK",13-12-20 20:32,@chesleydohl @Audie_Murphy45 @cspan So why is Trump claiming the #PfizerBioNTech vaccine as one of his administrati… https://t.co/coClJkakMt,Twitter for Android,Neutral,0.805
1.34E+18,"Tampa, FL",13-12-20 20:22,Here we go! Grateful to be among the first group of vaccinated healthcare workers in Tampa/FL against #COVID19 🙏🏽… https://t.co/kGyeHA1KOj,Twitter for iPhone,Neutral,0.911
1.34E+18,"Minneapolis, MN",13-12-20 20:09,#CDC #ACIP have released their Interim Guidance for use of #PfizerBioNTech COVID Vaccine https://t.co/DVAO10C7LF,Twitter Web App,Positive,0.304
1.34E+18,"Seattle, WA",13-12-20 19:52,"Dr. Kathy Lofy says the vaccine will be a new tool in our tool box, and says she’ll also get vaccinated as soon as… https://t.co/D55C41pB2m",Twitter for iPhone,Neutral,0.446
1.34E+18,"Vermont, US",13-12-20 19:49,The Advisory Committee on Immunization Practices’ Interim Recommendation for Use of Pfizer-BioNTech COVID-19 Vaccin… https://t.co/591nsHMNKy,Twitter Web App,Neutral,0.629
1.34E+18,Türkiye,13-12-20 19:10,"Turkey’s coronavirus death toll reaches 16,417 @drfahrettinkoca #CoronavirusPandemic #Turkey #PfizerBioNTech… https://t.co/yEivuSiXxI",TweetDeck,Negative,0.361
1.34E+18,"Naperville, IL",13-12-20 19:07,The #ACIP recommended the use of #PfizerBioNTech #COVID19 vaccine in persons 16 years of age and older under the… https://t.co/jIyVkeokyz,Twitter Web App,Neutral,0.836
1.34E+18,"DC, Baltimore, New Orleans",13-12-20 18:39,@CDCDirector Redfield has just signed off on this recommendation. #CDC Panel Recommends #Pfizer's #COVID19 #Vaccine… https://t.co/u2sDcKZTQu,Twitter Web App,Neutral,0.975
1.34E+18,Global,13-12-20 17:07,Boxes containing the first shipment of the Pfizer-BioNTech #COVID19 #vaccine are prepared to be sent at the #Pfizer… https://t.co/pI7YQuRw0S,TweetDeck,Neutral,0.238
1.34E+18,"Okolona, KY",13-12-20 16:58,What a great day for our Country &amp; the World! @realDonaldTrump is ONE DAY CLOSER to leaving @WhiteHouse. The first… https://t.co/UpxZnnhu2n,Twitter for Android,Positive,0.575
1.34E+18,,13-12-20 16:52,Answers to questions about #COVID #vaccination  https://t.co/5PQhg3tBja #vaccine #Covid_19 #healthcare #health… https://t.co/XA2VxWoca9,Twitter Web App,Neutral,1
1.34E+18,,13-12-20 16:49,Just watched @CapehartJ new #thesundayshow. @Maria_Hinojosa correctly stated that there were two deaths among the o… https://t.co/U80yAAW6CX,Twitter for iPad,Positive,0.359
1.34E+18,Sacramento,13-12-20 16:47,"#PfizerBioNTech #PfizerCovidVaccine #VaccineRollout

38 days... https://t.co/yo0ycGAKx6",Twitter Web App,Positive,0.364
1.34E+18,"München, Heidelberg",13-12-20 16:43,"Have to agree: UK, US vaccinate with technology pioneered in 2 German, one US-Biotechs; US celebrates distribution… https://t.co/eTZDDKbC2e",Twitter Web App,Neutral,0.435
1.34E+18,,13-12-20 16:24,@realDonaldTrump @Varneyco Pfizer was not funded by Operation Warp Speed and you would never have supported the Mus… https://t.co/ByhlQAP1FN,Twitter for iPhone,Neutral,0.462
1.34E+18,"South West, England",13-12-20 16:20,"Had my Covid-19 Vaccination, doing my bit helping to save the human race.
Mega sore arm today as expected  small pr… https://t.co/uqPDhhKdCa",Twitter for Android,Positive,1
1.34E+18,"Montreal, QC, Canada",13-12-20 16:17,"@jeremysale @nytimes Apparently the trucks are escorted by US Marshals... So 🤞🤞 they will stay safe, no hijacking o… https://t.co/RTsQZao6r3",Twitter for Android,Positive,0.444
1.34E+18,Worldwide 🌏,13-12-20 16:06,"Airborne - heading to Memphis 👇

#PfizerBioNTech #CovidVaccine 

🇺🇸 FedEx A306 N669FE https://t.co/GMMIVSC0Yw",Twitter for Android,Positive,0.806
1.34E+18,"New York, USA",13-12-20 15:55,"The newly approved #Vaccine for the #CCPVirus will start being distributed to US states on Dec. 14, according to of… https://t.co/qMJAhVhkOM",Buffer,Positive,0.43
1.34E+18,"GP Partner, Watford ",13-12-20 15:54,"@yvettedoc50 @TeamGP @NHSEngland @NikkiKF @pulsetoday Think we are going to be seeing a lot of this happening
The l… https://t.co/noQfaZNojC",Twitter for Android,Positive,0.846
1.34E+18,,13-12-20 15:50,"@tedcruz We know Trumpkins like you are not as informed- so here goes:
1) #PfizerBioNTech vaccine was developed in… https://t.co/uPLiBfjzjh",Twitter for Android,Neutral,1
1.34E+18,Canada,13-12-20 15:47,#Canadian firm Acuitas - at heart of #PfizerBioNTech #vaccine - great story - @ubcprez #UBC - we helped early on wi… https://t.co/JquwQZEP4Y,Twitter Web App,Neutral,0.725
1.34E+18,"Etobicoke,ON,CANADA",13-12-20 15:33,"“D-Day was the beginning of the end, and that’s where we are today,” he said, cautioning it would still take months… https://t.co/cJGGkc6d02",Twitter for iPhone,Positive,0.622
1.34E+18,United States,13-12-20 15:25,The first trucks loaded with Pfizer’s coronavirus shot pulled out of a Michigan warehouse early Sunday — starting t… https://t.co/yLu62yVpXL,Twitter Web App,Positive,0.701
1.34E+18,United States,13-12-20 15:25,"@JoeBiden @KamalaHarris Thanks to you both for bringing in fresh air, positivity and God’s hand and pushing us forw… https://t.co/j28WAUwZob",Twitter for iPhone,Positive,0.823
1.34E+18,,13-12-20 15:08,"#Pfizer #PfizerCovidVaccine #vaccine #vaccination #BioNTech #PfizerBioNTech #Moderna 

all same toxic #mRNA… https://t.co/ug5O5MYa47",Twitter Web App,Neutral,0.882
1.34E+18,WorldWide,13-12-20 15:08,"@AFP #UPDATE The #PfizerBioNTech #Covid-19 vaccine began leaving the company's #Michigan factory on Sunday, set to… https://t.co/HwTQE2cDSs",Twitter for Android,Negative,0.598
1.34E+18,"London, England",13-12-20 15:01,"(ENG) NHS workers: 'Vaccine is a game changer' | #hopenews

#NHSheroes #bbcnews #vaccine #Covid19UK #COVID19… https://t.co/sO4SSoENRj",Twitter Web App,Neutral,0.458
1.34E+18,France,13-12-20 15:00,"#UPDATE The #PfizerBioNTech Covid-19 vaccine began leaving the company's Michigan factory on Sunday, set to be inje… https://t.co/PZgwbs1XU3",TweetDeck,Negative,0.458
1.34E+18,,13-12-20 14:48,@JoJoFromJerz Someone should remind @tedcruz that the #PfizerBioNTech vaccine was not developed in the US.  #scienceovermorons,Twitter for iPhone,Neutral,1
1.34E+18,Oman,13-12-20 14:30,"Rival US companies #UPS and #FedEx are working side-by-side to ship the #PfizerBioNTech #Covid-19 #vaccine.

https://t.co/mDqkzn1oPa",TweetDeck,Neutral,0.777
1.34E+18,,13-12-20 14:12,"#PFIZERBIONTECH #USA 
First shipment of Pfizer-BioNTech coronavirus vaccine leaves Michigan facility",Twitter Web App,Neutral,0.688
1.34E+18,"Dubai, United Arab Emirates",13-12-20 14:08,"Kuwait authorizes emergency use of Pfizer-BioNTech COVID-19 vaccine
For all COVID news, visit:… https://t.co/gjM2TbGTkK",Twitter Web App,Positive,0.142
1.34E+18,Global,13-12-20 14:06,"Approval for #Pfizer / #Biontech vaccine from FDA Advisory Board.
LAST MINUTE NEWS: The US Food and Drug Administra… https://t.co/ouK7OYX2LG",Twitter Web App,Neutral,0.946
1.34E+18,"Edinburgh, UK",13-12-20 13:57,Happy and relieved to have the #PfizerBioNTech #Covidvaccine – amazing work from all at @MHRAgovuk and @NHSuk since… https://t.co/3iRxehHlDa,Twitter for Mac,Positive,0.73
1.34E+18,"Mavelikkara, Alappuzha, Kerala",13-12-20 13:47,#vaccine #PfizerBioNTech #Oxford_AstraZeneca #BharatBiotech #SputnikV Most of the companies have submitted applicat… https://t.co/1rQrfvSEtU,Twitter for Android,Neutral,0.718
1.34E+18,Qatar,13-12-20 13:45,The US Food and Drug Administration (FDA) issued yesterday the first emergency use authorization of the Pfizer-BioN… https://t.co/VqyXdpR38Z,TweetDeck,Neutral,1
1.34E+18,,13-12-20 13:43,"COVID 19 Vaccination. Latest Update.
https://t.co/fpp4gYIyUi 
@YouTube 
@YouTubeCreators @YouTubeTrends… https://t.co/nBfFeJk4p8",Twitter Web App,Neutral,0.485
1.34E+18,,13-12-20 13:05,"After 10 months and 3 weeks since its first case, finally some relief for Uncle Sam. Vaccination starts Monday.👏… https://t.co/Ozn5Q01lVH",Twitter for Android,Neutral,0.778
1.34E+18,The World,13-12-20 12:56,The first trucks filled with the #Pfizer #vaccine are about to hit the road!! #PfizerBioNTech 💉,Twitter for Android,Neutral,0.622
1.34E+18,Earth,13-12-20 12:37,US says COVID-19 vaccine to start arriving in states Monday https://t.co/xA9zXmqpmy via @10TampaBay  #Pfizervaccine… https://t.co/8Ykifaujq7,Twitter Web App,Neutral,0.489
1.34E+18,"Kuala Lumpur, Malaysia",13-12-20 12:30,Interesting Watch: @CNN's @NewDay live coverage of the loading of #PfizerBioNTech's vaccine at the Pfizer plant at… https://t.co/lijRZZGyaG,Twitter for Android,Negative,0.47
1.34E+18,,13-12-20 11:51,"The #vaccines are a-comin'!! 💉🙏🥰

#COVID19 #coronavirus #vaccine #PfizerBioNTech #CNN #MSNBC",Twitter for Android,Neutral,0.637
1.34E+18,Türkiye,13-12-20 10:39,"Global coronavirus death toll reaches 1,611,637 #CoronavirusPandemic @WHO @Worldometers #PfizerBioNTech… https://t.co/rETF806133",TweetDeck,Neutral,0.432
1.34E+18,"Brighton, England",13-12-20 9:59,"Two people in the United Kingdom have experienced an allergic reaction to the Pfizer/BioNTech COVID-19 vaccine.
Rea… https://t.co/2LNAcAa80R",Twitter Web App,Negative,0.707
1.34E+18,"GP Partner, Watford ",13-12-20 9:56,@PeteDeveson @anna_down @rcgp @MartinRCGP @SkyNews 💉GPs are struggling to provide core services &amp; many have made di… https://t.co/OWi3ss2OhB,Twitter for Android,Positive,0.776
1.34E+18,New Delhi,13-12-20 8:24,"The first shipments of the #PfizerBioNTech #Covid_19 vaccine will begin arriving in #US states from Monday, an offi… https://t.co/NEIwVXssHB",Twitter Web App,Neutral,0.491
1.34E+18,"New Delhi, India",13-12-20 7:46,"With numbers likely to get worse over the holidays, the #vaccine is offering a bright spot in the fight against the… https://t.co/UvFLGGElQK",Twitter Web App,Neutral,0.987
1.34E+18,,13-12-20 7:11,@pfizer Keep up the good work #PfizerBioNTech #Pfizervaccine #PfizerBioNTech #PfizerBiotech #COVID19 #vaccine #coronavirus,Twitter for Android,Neutral,1
1.34E+18,"New Delhi, Delhi",13-12-20 7:08,Health #Canada has warned people allergic to any of the ingredients in the #PfizerBioNTech #COVID19 vaccine not to… https://t.co/SKldV5UJfe,Twitter for Android,Negative,0.89
1.34E+18,India,13-12-20 7:02,I pucking do not intend to get vaccinated. Wht if my employer force to get vaccinated? Like they did for Arogya Set… https://t.co/LiJMJ8E7vK,Twitter for Android,Neutral,0.567
1.34E+18,"Cherry Hill, NJ",13-12-20 6:33,Ok I might be late to discovering this but... both #PfizerBioNTech  and #Moderna #COVID19 vaccines are being led by… https://t.co/c9G8XnyMMy,Twitter for iPhone,Neutral,1
1.34E+18,"309,B No 4, Emaar Busines Park",13-12-20 6:26,"Just hours after being authorized by the #FDA, doses of #PfizerBioNTech #coronavirus #vaccine are being packaged an… https://t.co/vt3GXp6vaO",Twitter Web App,Neutral,0.727
1.34E+18,USA and Global,13-12-20 6:21,"🔴 Some #FDA Advisors Tapped to Review #Coronavirus #Vaccines Received Payments from Vaccine Companies
🔺Just pray th… https://t.co/owTbvnVcmU",Twitter for iPhone,Neutral,0.835
1.34E+18,91/93Million Miles from the 🌞,13-12-20 5:41,"@Breaking911 What a Dumass!!!!,  he did NOT have anything to do with the #PfizerBioNTech vaccine. 

He bet on the w… https://t.co/dUC9QuiVnl",Twitter for iPhone,Positive,0.842
1.34E+18,"Odisha, India",13-12-20 5:28,"#US States To Start Getting #PfizerBioNTech Covid-19 Vaccine From Monday ##kalingatv #Pfizervaccine 
https://t.co/Wv4BUZ3AF3",Twitter Web App,Neutral,0.341
1.34E+18,"New Delhi, India",13-12-20 5:08,"Corona: Pfizer vaccine approved for use in US on emergency basis
#Pfizervaccine #US #FDA
#PfizerBioNTech #COVID19
https://t.co/eXWHnswsZ5",Twitter for Android,Neutral,0.821
1.34E+18,"Mumbai, India",13-12-20 4:46,"UPS, FedEx Collaborate to Ship Pfizer-BioNTech COVID-19 Vaccines in US
https://t.co/sNMqxpGoCW
#UPS #FedEx… https://t.co/KSCWcnb6jE",Twitter Web App,Neutral,0.809
1.34E+18,Hyderabad,13-12-20 4:45,US President Donald Trump announced that the vaccine will be free for all Americans and has thanked all the scienti… https://t.co/hdDrnFABNX,TweetDeck,Neutral,1
1.34E+18,New Delhi-Daman ,13-12-20 4:36,"#AstraZeneca to buy pharmaceutical firm #Alexion for $39 billion

#COVID19vaccine #Pfizer #Pfizervaccine… https://t.co/zl6gqIvpGW",LinkedIn,Neutral,0.853
1.34E+18,New Delhi,13-12-20 4:34,Health #Canada has warned people allergic to any of the ingredients in the #PfizerBioNTech #COVID19 vaccine not to… https://t.co/nRxGnPaq9p,Twitter Web App,Negative,0.768
1.34E+18,"New Delhi, India",13-12-20 4:33,"#AstraZeneca to buy pharmaceutical firm #Alexion for $39 billion
https://t.co/c5r0xaDMS1
#COVID19vaccine #Pfizer… https://t.co/l99JiyQWbj",Twitter Web App,Neutral,0.896
1.34E+18,Venus,13-12-20 4:28,@PMJones14 #PfizerBioNTech  created the vaccine not Trump.  he recommended bleach injections. 😷,Twitter Web App,Neutral,0.581
1.34E+18,Sri Lanka,13-12-20 4:25,The US public will start receiving the Pfizer/BioNTech coronavirus vaccine from Monday after it was authorised for… https://t.co/LHc75o9o8q,Twitter Web App,Neutral,0.351
1.34E+18,Sri Lanka,13-12-20 4:24,The US public will start receiving the Pfizer/BioNTech coronavirus vaccine from Monday after it was authorised for… https://t.co/tyUU4ZSjy1,Twitter Web App,Neutral,0.863
